96, 0, 4
97, 0, 3
98, 0, 2
100, 0, 0
97, 0, 3
94, 0, 6
99, 0, 1
99, 0, 1
97, 0, 3
94, 0, 6
98, 0, 2
99, 0, 1
97, 0, 3
94, 0, 6
97, 0, 3
97, 0, 3
90, 0, 10
93, 0, 7
94, 0, 6
97, 0, 3
96, 0, 4
93, 0, 7
98, 0, 2
96, 0, 4
98, 0, 2
96, 0, 4
93, 0, 7
96, 0, 4
92, 0, 8
94, 0, 6
94, 0, 6
91, 0, 9
93, 0, 7
86, 0, 14
92, 0, 8
92, 0, 8
88, 0, 12
92, 0, 8
93, 0, 7
94, 0, 6
93, 0, 7
95, 0, 5
90, 0, 10
92, 0, 8
91, 0, 9
90, 0, 10
88, 0, 12
93, 0, 7
93, 0, 7
93, 0, 7
89, 0, 11
90, 0, 10
92, 0, 8
90, 0, 10
91, 0, 9
93, 0, 7
91, 0, 9
96, 0, 4
93, 0, 7
95, 0, 5
92, 0, 8
81, 0, 19
80, 0, 20
77, 0, 23
83, 0, 17
80, 0, 20
89, 0, 11
81, 0, 19
77, 0, 23
69, 0, 31
62, 0, 38
70, 0, 30
56, 0, 44
57, 0, 43
57, 0, 43
45, 0, 55
51, 0, 49
51, 0, 49
47, 0, 53
36, 0, 64
39, 0, 61
34, 0, 66
35, 0, 65
40, 0, 60
37, 0, 63
34, 0, 66
45, 0, 55
38, 0, 62
40, 0, 60
36, 0, 64
40, 0, 60
42, 0, 58
40, 0, 60
40, 0, 60
36, 0, 64
34, 0, 66
32, 0, 68
39, 0, 61
31, 0, 69
29, 0, 71
